FL_DATE,AIRLINE,AIRLINE_DOT,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,DIVERTED,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT,Year
2022-07-07,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,477,SLC,"Salt Lake City, UT",PHX,"Phoenix, AZ",2140,2133.0,-7.0,15.0,2148.0,2200.0,6.0,2220,2206.0,-14.0,NOT CANCELLED,NOT DIVERTED,100.0,93.0,72.0,507.0,,,,,,2022
2022-09-08,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3020,FLG,"Flagstaff, AZ",PHX,"Phoenix, AZ",806,757.0,-9.0,14.0,811.0,840.0,14.0,902,854.0,-8.0,NOT CANCELLED,NOT DIVERTED,56.0,57.0,29.0,119.0,,,,,,2022
2022-11-04,JetBlue Airways,JetBlue Airways: B6,B6,20409,134,JFK,"New York, NY",BTV,"Burlington, VT",1410,1510.0,60.0,21.0,1531.0,1618.0,5.0,1523,1623.0,60.0,NOT CANCELLED,NOT DIVERTED,73.0,73.0,47.0,266.0,15.0,0.0,0.0,0.0,45.0,2022
2022-09-23,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2169,DEN,"Denver, CO",LAS,"Las Vegas, NV",1515,1531.0,16.0,13.0,1544.0,1615.0,28.0,1610,1643.0,33.0,NOT CANCELLED,NOT DIVERTED,115.0,132.0,91.0,628.0,7.0,0.0,17.0,0.0,9.0,2022
2022-10-27,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,791,DEN,"Denver, CO",PDX,"Portland, OR",1830,1850.0,20.0,11.0,1901.0,2023.0,8.0,2028,2031.0,3.0,NOT CANCELLED,NOT DIVERTED,178.0,161.0,142.0,991.0,,,,,,2022
2022-03-06,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1509,BOS,"Boston, MA",ORD,"Chicago, IL",730,724.0,-6.0,20.0,744.0,929.0,17.0,929,946.0,17.0,NOT CANCELLED,NOT DIVERTED,179.0,202.0,165.0,867.0,0.0,0.0,17.0,0.0,0.0,2022
2022-10-30,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,3150,MIA,"Miami, FL",PHL,"Philadelphia, PA",1210,1222.0,12.0,13.0,1235.0,1452.0,9.0,1455,1501.0,6.0,NOT CANCELLED,NOT DIVERTED,165.0,159.0,137.0,1013.0,,,,,,2022
2022-01-15,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,1380,SEA,"Seattle, WA",SAN,"San Diego, CA",800,754.0,-6.0,18.0,812.0,1033.0,3.0,1045,1036.0,-9.0,NOT CANCELLED,NOT DIVERTED,165.0,162.0,141.0,1050.0,,,,,,2022
2022-10-18,Republic Airline,Republic Airline: YX,YX,20452,5652,DCA,"Washington, DC",JFK,"New York, NY",1605,1602.0,-3.0,18.0,1620.0,1707.0,12.0,1729,1719.0,-10.0,NOT CANCELLED,NOT DIVERTED,84.0,77.0,47.0,213.0,,,,,,2022
2022-02-21,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,2754,SFO,"San Francisco, CA",ONT,"Ontario, CA",925,915.0,-10.0,19.0,934.0,1029.0,6.0,1045,1035.0,-10.0,NOT CANCELLED,NOT DIVERTED,80.0,80.0,55.0,363.0,,,,,,2022
2022-11-01,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2097,PHX,"Phoenix, AZ",TPA,"Tampa, FL",1650,1722.0,32.0,10.0,1732.0,2352.0,4.0,2335,2356.0,21.0,NOT CANCELLED,NOT DIVERTED,225.0,214.0,200.0,1788.0,6.0,0.0,0.0,0.0,15.0,2022
2022-08-24,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4972,GTR,"Columbus, MS",ATL,"Atlanta, GA",1215,1210.0,-5.0,9.0,1219.0,1407.0,9.0,1425,1416.0,-9.0,NOT CANCELLED,NOT DIVERTED,70.0,66.0,48.0,241.0,,,,,,2022
2022-05-05,Republic Airline,Republic Airline: YX,YX,20452,4733,PIT,"Pittsburgh, PA",LGA,"New York, NY",1826,1818.0,-8.0,8.0,1826.0,1920.0,10.0,1959,1930.0,-29.0,NOT CANCELLED,NOT DIVERTED,93.0,72.0,54.0,335.0,,,,,,2022
2022-07-28,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1799,STL,"St. Louis, MO",MCO,"Orlando, FL",1835,1934.0,59.0,11.0,1945.0,2240.0,7.0,2150,2247.0,57.0,NOT CANCELLED,NOT DIVERTED,135.0,133.0,115.0,882.0,38.0,0.0,0.0,0.0,19.0,2022
2022-09-15,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1579,MCO,"Orlando, FL",BWI,"Baltimore, MD",905,927.0,22.0,14.0,941.0,1125.0,4.0,1115,1129.0,14.0,NOT CANCELLED,NOT DIVERTED,130.0,122.0,104.0,787.0,,,,,,2022
2022-07-14,Horizon Air,Horizon Air: QX,QX,19687,2556,ICT,"Wichita, KS",SEA,"Seattle, WA",1409,1409.0,0.0,14.0,1423.0,1539.0,17.0,1601,1556.0,-5.0,NOT CANCELLED,NOT DIVERTED,232.0,227.0,196.0,1430.0,,,,,,2022
2022-06-28,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,570,PHX,"Phoenix, AZ",SAT,"San Antonio, TX",1318,1314.0,-4.0,12.0,1326.0,1727.0,85.0,1731,1852.0,81.0,NOT CANCELLED,NOT DIVERTED,133.0,218.0,121.0,843.0,0.0,0.0,81.0,0.0,0.0,2022
2022-10-17,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2942,DTW,"Detroit, MI",PIT,"Pittsburgh, PA",1600,1557.0,-3.0,14.0,1611.0,1648.0,14.0,1704,1702.0,-2.0,NOT CANCELLED,NOT DIVERTED,64.0,65.0,37.0,201.0,,,,,,2022
2022-07-04,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5412,DEN,"Denver, CO",HSV,"Huntsville, AL",1122,1121.0,-1.0,16.0,1137.0,1453.0,6.0,1507,1459.0,-8.0,NOT CANCELLED,NOT DIVERTED,165.0,158.0,136.0,1048.0,,,,,,2022
2022-07-04,Republic Airline,Republic Airline: YX,YX,20452,5815,BOS,"Boston, MA",DCA,"Washington, DC",615,659.0,44.0,24.0,723.0,833.0,7.0,800,840.0,40.0,NOT CANCELLED,NOT DIVERTED,105.0,101.0,70.0,399.0,40.0,0.0,0.0,0.0,0.0,2022
2022-05-10,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,961,GRB,"Green Bay, WI",ATL,"Atlanta, GA",530,525.0,-5.0,12.0,537.0,819.0,9.0,849,828.0,-21.0,NOT CANCELLED,NOT DIVERTED,139.0,123.0,102.0,774.0,,,,,,2022
2022-11-26,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1105,AUS,"Austin, TX",SAN,"San Diego, CA",1710,1708.0,-2.0,9.0,1717.0,1807.0,2.0,1820,1809.0,-11.0,NOT CANCELLED,NOT DIVERTED,190.0,181.0,170.0,1164.0,,,,,,2022
2022-10-02,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2220,ORD,"Chicago, IL",MIA,"Miami, FL",1821,1814.0,-7.0,23.0,1837.0,2206.0,7.0,2234,2213.0,-21.0,NOT CANCELLED,NOT DIVERTED,193.0,179.0,149.0,1197.0,,,,,,2022
2022-05-26,Republic Airline,Republic Airline: YX,YX,20452,4707,LGA,"New York, NY",PIT,"Pittsburgh, PA",2129,2118.0,-11.0,18.0,2136.0,2231.0,6.0,2302,2237.0,-25.0,NOT CANCELLED,NOT DIVERTED,93.0,79.0,55.0,335.0,,,,,,2022
2022-05-10,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5152,RDU,"Raleigh/Durham, NC",JFK,"New York, NY",1045,1057.0,12.0,12.0,1109.0,1219.0,9.0,1229,1228.0,-1.0,NOT CANCELLED,NOT DIVERTED,104.0,91.0,70.0,427.0,,,,,,2022
2022-11-26,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3101,AUS,"Austin, TX",TUL,"Tulsa, OK",1600,1557.0,-3.0,10.0,1607.0,1704.0,5.0,1720,1709.0,-11.0,NOT CANCELLED,NOT DIVERTED,80.0,72.0,57.0,426.0,,,,,,2022
2022-06-11,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2641,SFO,"San Francisco, CA",SAN,"San Diego, CA",1845,1842.0,-3.0,14.0,1856.0,2007.0,2.0,2024,2009.0,-15.0,NOT CANCELLED,NOT DIVERTED,99.0,87.0,71.0,447.0,,,,,,2022
2022-08-07,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,23,DAL,"Dallas, TX",HOU,"Houston, TX",1030,1034.0,4.0,10.0,1044.0,1128.0,3.0,1140,1131.0,-9.0,NOT CANCELLED,NOT DIVERTED,70.0,57.0,44.0,239.0,,,,,,2022
2022-06-24,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,284,MCO,"Orlando, FL",STT,"Charlotte Amalie, VI",1040,1115.0,35.0,17.0,1132.0,1402.0,3.0,1340,1405.0,25.0,NOT CANCELLED,NOT DIVERTED,180.0,170.0,150.0,1246.0,13.0,0.0,1.0,0.0,11.0,2022
2022-03-11,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1235,DCA,"Washington, DC",MDW,"Chicago, IL",2115,2116.0,1.0,17.0,2133.0,2212.0,9.0,2220,2221.0,1.0,NOT CANCELLED,NOT DIVERTED,125.0,125.0,99.0,601.0,,,,,,2022
2022-07-09,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,818,MYR,"Myrtle Beach, SC",BWI,"Baltimore, MD",700,652.0,-8.0,14.0,706.0,808.0,4.0,824,812.0,-12.0,NOT CANCELLED,NOT DIVERTED,84.0,80.0,62.0,399.0,,,,,,2022
2022-02-28,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3949,DTW,"Detroit, MI",EWR,"Newark, NJ",701,652.0,-9.0,17.0,709.0,814.0,7.0,857,821.0,-36.0,NOT CANCELLED,NOT DIVERTED,116.0,89.0,65.0,488.0,,,,,,2022
2022-03-18,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1175,SEA,"Seattle, WA",LAX,"Los Angeles, CA",1020,1059.0,39.0,15.0,1114.0,1317.0,5.0,1308,1322.0,14.0,NOT CANCELLED,NOT DIVERTED,168.0,143.0,123.0,954.0,,,,,,2022
2022-01-24,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,827,DEN,"Denver, CO",CVG,"Cincinnati, OH",1823,1817.0,-6.0,11.0,1828.0,2227.0,10.0,2259,2237.0,-22.0,NOT CANCELLED,NOT DIVERTED,156.0,140.0,119.0,1069.0,,,,,,2022
2022-11-11,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,771,DCA,"Washington, DC",PDX,"Portland, OR",1855,1908.0,13.0,13.0,1921.0,2119.0,3.0,2147,2122.0,-25.0,NOT CANCELLED,NOT DIVERTED,352.0,314.0,298.0,2350.0,,,,,,2022
2022-08-28,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,820,MSP,"Minneapolis, MN",BNA,"Nashville, TN",1110,1120.0,10.0,10.0,1130.0,1305.0,6.0,1310,1311.0,1.0,NOT CANCELLED,NOT DIVERTED,120.0,111.0,95.0,695.0,,,,,,2022
2022-06-05,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2541,MIA,"Miami, FL",IAH,"Houston, TX",2029,2050.0,21.0,12.0,2102.0,2220.0,8.0,2212,2228.0,16.0,NOT CANCELLED,NOT DIVERTED,163.0,158.0,138.0,964.0,10.0,0.0,0.0,0.0,6.0,2022
2022-06-11,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,594,TPA,"Tampa, FL",DEN,"Denver, CO",1611,1815.0,124.0,44.0,1859.0,2019.0,7.0,1810,2026.0,136.0,NOT CANCELLED,NOT DIVERTED,239.0,251.0,200.0,1506.0,0.0,124.0,12.0,0.0,0.0,2022
2022-07-30,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5464,ECP,"Panama City, FL",CLT,"Charlotte, NC",1541,1531.0,-10.0,16.0,1547.0,1753.0,11.0,1821,1804.0,-17.0,NOT CANCELLED,NOT DIVERTED,100.0,93.0,66.0,437.0,,,,,,2022
2022-06-05,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2603,SMF,"Sacramento, CA",PHX,"Phoenix, AZ",505,505.0,0.0,16.0,521.0,642.0,5.0,655,647.0,-8.0,NOT CANCELLED,NOT DIVERTED,110.0,102.0,81.0,647.0,,,,,,2022
2022-12-14,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,1107,CLT,"Charlotte, NC",MIA,"Miami, FL",600,555.0,-5.0,15.0,610.0,742.0,4.0,808,746.0,-22.0,NOT CANCELLED,NOT DIVERTED,128.0,111.0,92.0,650.0,,,,,,2022
2022-11-22,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5522,JFK,"New York, NY",CMH,"Columbus, OH",1530,1549.0,19.0,39.0,1628.0,1750.0,9.0,1726,1759.0,33.0,NOT CANCELLED,NOT DIVERTED,116.0,130.0,82.0,483.0,19.0,0.0,14.0,0.0,0.0,2022
2022-10-10,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2032,PHX,"Phoenix, AZ",SJC,"San Jose, CA",1700,1737.0,37.0,7.0,1744.0,1913.0,4.0,1855,1917.0,22.0,NOT CANCELLED,NOT DIVERTED,115.0,100.0,89.0,621.0,5.0,0.0,0.0,0.0,17.0,2022
2022-09-22,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,922,MYR,"Myrtle Beach, SC",LGA,"New York, NY",820,853.0,33.0,49.0,942.0,1106.0,7.0,1010,1113.0,63.0,NOT CANCELLED,NOT DIVERTED,110.0,140.0,84.0,563.0,0.0,0.0,63.0,0.0,0.0,2022
2022-01-15,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4046,MCI,"Kansas City, MO",MSP,"Minneapolis, MN",640,640.0,0.0,93.0,813.0,921.0,4.0,820,925.0,65.0,NOT CANCELLED,NOT DIVERTED,100.0,165.0,68.0,393.0,65.0,0.0,0.0,0.0,0.0,2022
2022-08-09,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5094,SRQ,"Sarasota/Bradenton, FL",CLT,"Charlotte, NC",1011,1043.0,32.0,15.0,1058.0,1222.0,17.0,1204,1239.0,35.0,NOT CANCELLED,NOT DIVERTED,113.0,116.0,84.0,547.0,2.0,0.0,3.0,0.0,30.0,2022
2022-01-07,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,4694,BNA,"Nashville, TN",DCA,"Washington, DC",1550,1614.0,24.0,17.0,1631.0,1852.0,9.0,1825,1901.0,36.0,NOT CANCELLED,NOT DIVERTED,95.0,107.0,81.0,562.0,18.0,0.0,12.0,0.0,6.0,2022
2022-04-09,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,1022,SFO,"San Francisco, CA",JFK,"New York, NY",700,657.0,-3.0,13.0,710.0,1509.0,8.0,1534,1517.0,-17.0,NOT CANCELLED,NOT DIVERTED,334.0,320.0,299.0,2586.0,,,,,,2022
2022-03-10,Horizon Air,Horizon Air: QX,QX,19687,2192,SEA,"Seattle, WA",GEG,"Spokane, WA",1535,1533.0,-2.0,11.0,1544.0,1627.0,4.0,1638,1631.0,-7.0,NOT CANCELLED,NOT DIVERTED,63.0,58.0,43.0,224.0,,,,,,2022
2022-04-01,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1931,AUS,"Austin, TX",FLL,"Fort Lauderdale, FL",700,706.0,6.0,8.0,714.0,1021.0,10.0,1035,1031.0,-4.0,NOT CANCELLED,NOT DIVERTED,155.0,145.0,127.0,1105.0,,,,,,2022
2022-05-09,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,6092,IAH,"Houston, TX",DCA,"Washington, DC",1420,1420.0,0.0,19.0,1439.0,1823.0,4.0,1826,1827.0,1.0,NOT CANCELLED,NOT DIVERTED,186.0,187.0,164.0,1208.0,,,,,,2022
2022-09-07,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,1198,MCO,"Orlando, FL",MCI,"Kansas City, MO",2005,1955.0,-10.0,14.0,2009.0,2130.0,15.0,2202,2145.0,-17.0,NOT CANCELLED,NOT DIVERTED,177.0,170.0,141.0,1072.0,,,,,,2022
2022-11-01,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3153,MDW,"Chicago, IL",DAL,"Dallas, TX",1815,1810.0,-5.0,8.0,1818.0,2005.0,3.0,2035,2008.0,-27.0,NOT CANCELLED,NOT DIVERTED,140.0,118.0,107.0,793.0,,,,,,2022
2022-05-12,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5408,CRW,"Charleston/Dunbar, WV",CLT,"Charlotte, NC",700,655.0,-5.0,34.0,729.0,813.0,9.0,810,822.0,12.0,NOT CANCELLED,NOT DIVERTED,70.0,87.0,44.0,221.0,,,,,,2022
2022-03-22,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,478,BWI,"Baltimore, MD",TPA,"Tampa, FL",1450,1535.0,45.0,16.0,1551.0,1755.0,3.0,1715,1758.0,43.0,NOT CANCELLED,NOT DIVERTED,145.0,143.0,124.0,842.0,18.0,0.0,0.0,0.0,25.0,2022
2022-04-17,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5543,MAF,"Midland/Odessa, TX",DEN,"Denver, CO",1706,1704.0,-2.0,11.0,1715.0,1746.0,8.0,1757,1754.0,-3.0,NOT CANCELLED,NOT DIVERTED,111.0,110.0,91.0,563.0,,,,,,2022
2022-05-05,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,848,CMH,"Columbus, OH",TPA,"Tampa, FL",1845,1944.0,59.0,10.0,1954.0,2145.0,3.0,2050,2148.0,58.0,NOT CANCELLED,NOT DIVERTED,125.0,124.0,111.0,829.0,0.0,0.0,0.0,0.0,58.0,2022
2022-08-18,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1482,DFW,"Dallas/Fort Worth, TX",BOI,"Boise, ID",1930,2027.0,57.0,11.0,2038.0,2227.0,7.0,2145,2234.0,49.0,NOT CANCELLED,NOT DIVERTED,195.0,187.0,169.0,1272.0,5.0,0.0,0.0,0.0,44.0,2022
2022-12-02,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5566,MSP,"Minneapolis, MN",DCA,"Washington, DC",1739,1731.0,-8.0,15.0,1746.0,2041.0,15.0,2109,2056.0,-13.0,NOT CANCELLED,NOT DIVERTED,150.0,145.0,115.0,931.0,,,,,,2022
2022-01-10,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1573,ATL,"Atlanta, GA",SAV,"Savannah, GA",2246,2240.0,-6.0,21.0,2301.0,2337.0,4.0,2350,2341.0,-9.0,NOT CANCELLED,NOT DIVERTED,64.0,61.0,36.0,214.0,,,,,,2022
2022-05-22,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1556,RSW,"Fort Myers, FL",LGA,"New York, NY",825,834.0,9.0,13.0,847.0,1112.0,18.0,1117,1130.0,13.0,NOT CANCELLED,NOT DIVERTED,172.0,176.0,145.0,1080.0,,,,,,2022
2022-10-30,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2219,MSY,"New Orleans, LA",DAL,"Dallas, TX",1435,1441.0,6.0,10.0,1451.0,1556.0,4.0,1605,1600.0,-5.0,NOT CANCELLED,NOT DIVERTED,90.0,79.0,65.0,436.0,,,,,,2022
2022-04-18,JetBlue Airways,JetBlue Airways: B6,B6,20409,123,JFK,"New York, NY",LAX,"Los Angeles, CA",703,659.0,-4.0,23.0,722.0,1001.0,7.0,1008,1008.0,0.0,NOT CANCELLED,NOT DIVERTED,365.0,369.0,339.0,2475.0,,,,,,2022
2022-08-22,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1894,BNA,"Nashville, TN",PHX,"Phoenix, AZ",1625,1621.0,-4.0,11.0,1632.0,1743.0,7.0,1800,1750.0,-10.0,NOT CANCELLED,NOT DIVERTED,215.0,209.0,191.0,1449.0,,,,,,2022
2022-01-15,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4252,DTW,"Detroit, MI",APN,"Alpena, MI",1420,1413.0,-7.0,10.0,1423.0,1458.0,6.0,1532,1504.0,-28.0,NOT CANCELLED,NOT DIVERTED,72.0,51.0,35.0,198.0,,,,,,2022
2022-06-27,JetBlue Airways,JetBlue Airways: B6,B6,20409,802,SLC,"Salt Lake City, UT",MCO,"Orlando, FL",1140,1141.0,1.0,68.0,1249.0,1859.0,7.0,1804,1906.0,62.0,NOT CANCELLED,NOT DIVERTED,264.0,325.0,250.0,1931.0,1.0,0.0,61.0,0.0,0.0,2022
2022-10-04,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,5,DCA,"Washington, DC",LAX,"Los Angeles, CA",915,916.0,1.0,36.0,952.0,1136.0,26.0,1147,1202.0,15.0,NOT CANCELLED,NOT DIVERTED,332.0,346.0,284.0,2311.0,0.0,0.0,15.0,0.0,0.0,2022
2022-12-19,Envoy Air,Envoy Air: MQ,MQ,20398,3402,CLT,"Charlotte, NC",HHH,"Hilton Head, SC",1315,1314.0,-1.0,20.0,1334.0,1418.0,5.0,1424,1423.0,-1.0,NOT CANCELLED,NOT DIVERTED,69.0,69.0,44.0,207.0,,,,,,2022
2022-10-10,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,816,LAX,"Los Angeles, CA",MCI,"Kansas City, MO",1530,1528.0,-2.0,9.0,1537.0,2026.0,7.0,2044,2033.0,-11.0,NOT CANCELLED,NOT DIVERTED,194.0,185.0,169.0,1363.0,,,,,,2022
2022-04-25,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5823,SFO,"San Francisco, CA",EUG,"Eugene, OR",1615,1606.0,-9.0,18.0,1624.0,1736.0,2.0,1800,1738.0,-22.0,NOT CANCELLED,NOT DIVERTED,105.0,92.0,72.0,451.0,,,,,,2022
2022-01-27,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,500,SEA,"Seattle, WA",IND,"Indianapolis, IN",1105,1058.0,-7.0,15.0,1113.0,1753.0,4.0,1810,1757.0,-13.0,NOT CANCELLED,NOT DIVERTED,245.0,239.0,220.0,1866.0,,,,,,2022
2022-10-21,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,165,ANC,"Anchorage, AK",OTZ,"Kotzebue, AK",1035,1024.0,-11.0,13.0,1037.0,1154.0,4.0,1208,1158.0,-10.0,NOT CANCELLED,NOT DIVERTED,93.0,94.0,77.0,548.0,,,,,,2022
2022-04-11,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,5914,PHX,"Phoenix, AZ",BFL,"Bakersfield, CA",1640,1722.0,42.0,14.0,1736.0,1842.0,4.0,1811,1846.0,35.0,NOT CANCELLED,NOT DIVERTED,91.0,84.0,66.0,425.0,0.0,0.0,0.0,0.0,35.0,2022
2022-12-07,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1778,LAS,"Las Vegas, NV",PSP,"Palm Springs, CA",1020,1017.0,-3.0,23.0,1040.0,1120.0,4.0,1120,1124.0,4.0,NOT CANCELLED,NOT DIVERTED,60.0,67.0,40.0,173.0,,,,,,2022
2022-05-20,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4279,MSP,"Minneapolis, MN",RHI,"Rhinelander, WI",2010,2007.0,-3.0,13.0,2020.0,2053.0,5.0,2105,2058.0,-7.0,NOT CANCELLED,NOT DIVERTED,55.0,51.0,33.0,190.0,,,,,,2022
2022-06-23,JetBlue Airways,JetBlue Airways: B6,B6,20409,1655,BOS,"Boston, MA",DCA,"Washington, DC",1000,1006.0,6.0,12.0,1018.0,1128.0,9.0,1138,1137.0,-1.0,NOT CANCELLED,NOT DIVERTED,98.0,91.0,70.0,399.0,,,,,,2022
2022-12-15,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2892,MYR,"Myrtle Beach, SC",ATL,"Atlanta, GA",1440,1443.0,3.0,9.0,1452.0,1552.0,6.0,1604,1558.0,-6.0,NOT CANCELLED,NOT DIVERTED,84.0,75.0,60.0,317.0,,,,,,2022
2022-08-09,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1901,CLT,"Charlotte, NC",TPA,"Tampa, FL",1645,1646.0,1.0,10.0,1656.0,1810.0,3.0,1825,1813.0,-12.0,NOT CANCELLED,NOT DIVERTED,100.0,87.0,74.0,507.0,,,,,,2022
2022-01-31,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3289,SBN,"South Bend, IN",DFW,"Dallas/Fort Worth, TX",717,717.0,0.0,13.0,730.0,822.0,13.0,925,835.0,-50.0,NOT CANCELLED,NOT DIVERTED,188.0,138.0,112.0,846.0,,,,,,2022
2022-12-10,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2489,MSY,"New Orleans, LA",ATL,"Atlanta, GA",815,807.0,-8.0,17.0,824.0,1020.0,10.0,1044,1030.0,-14.0,NOT CANCELLED,NOT DIVERTED,89.0,83.0,56.0,425.0,,,,,,2022
2022-08-30,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4001,SLC,"Salt Lake City, UT",PSP,"Palm Springs, CA",2045,2058.0,13.0,16.0,2114.0,2127.0,8.0,2130,2135.0,5.0,NOT CANCELLED,NOT DIVERTED,105.0,97.0,73.0,541.0,,,,,,2022
2022-02-24,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,492,SAN,"San Diego, CA",STL,"St. Louis, MO",700,658.0,-2.0,11.0,709.0,1156.0,3.0,1230,1159.0,-31.0,NOT CANCELLED,NOT DIVERTED,210.0,181.0,167.0,1557.0,,,,,,2022
2022-06-02,Republic Airline,Republic Airline: YX,YX,20452,3410,CLT,"Charlotte, NC",EWR,"Newark, NJ",1748,1940.0,112.0,19.0,1959.0,2114.0,14.0,2000,2128.0,88.0,NOT CANCELLED,NOT DIVERTED,132.0,108.0,75.0,529.0,0.0,0.0,88.0,0.0,0.0,2022
2022-03-07,Republic Airline,Republic Airline: YX,YX,20452,3402,CMH,"Columbus, OH",IAD,"Washington, DC",811,759.0,-12.0,16.0,815.0,901.0,7.0,926,908.0,-18.0,NOT CANCELLED,NOT DIVERTED,75.0,69.0,46.0,299.0,,,,,,2022
2022-05-09,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2340,DEN,"Denver, CO",STL,"St. Louis, MO",740,740.0,0.0,14.0,754.0,1025.0,3.0,1040,1028.0,-12.0,NOT CANCELLED,NOT DIVERTED,120.0,108.0,91.0,770.0,,,,,,2022
